image_path,class_id,class_name
raw\images\pitted_surface\PS_218.bmp,3,麻点
raw\images\rolled-in_scale\RS_81.bmp,4,氧化铁皮
raw\images\pitted_surface\PS_277.bmp,3,麻点
raw\images\rolled-in_scale\RS_212.bmp,4,氧化铁皮
raw\images\patches\Pa_237.bmp,2,斑块
raw\images\pitted_surface\PS_269.bmp,3,麻点
raw\images\rolled-in_scale\RS_91.bmp,4,氧化铁皮
raw\images\patches\Pa_125.bmp,2,斑块
raw\images\inclusion\In_89.bmp,1,夹杂
raw\images\rolled-in_scale\RS_146.bmp,4,氧化铁皮
raw\images\crazing\Cr_284.bmp,0,裂纹
raw\images\rolled-in_scale\RS_85.bmp,4,氧化铁皮
raw\images\inclusion\In_205.bmp,1,夹杂
raw\images\patches\Pa_243.bmp,2,斑块
raw\images\pitted_surface\PS_104.bmp,3,麻点
raw\images\pitted_surface\PS_181.bmp,3,麻点
raw\images\crazing\Cr_81.bmp,0,裂纹
raw\images\crazing\Cr_67.bmp,0,裂纹
raw\images\inclusion\In_173.bmp,1,夹杂
raw\images\scratches\Sc_187.bmp,5,划痕
raw\images\rolled-in_scale\RS_277.bmp,4,氧化铁皮
raw\images\pitted_surface\PS_241.bmp,3,麻点
raw\images\rolled-in_scale\RS_293.bmp,4,氧化铁皮
raw\images\scratches\Sc_243.bmp,5,划痕
raw\images\patches\Pa_111.bmp,2,斑块
raw\images\inclusion\In_283.bmp,1,夹杂
raw\images\inclusion\In_163.bmp,1,夹杂
raw\images\scratches\Sc_176.bmp,5,划痕
raw\images\pitted_surface\PS_198.bmp,3,麻点
raw\images\crazing\Cr_31.bmp,0,裂纹
raw\images\patches\Pa_126.bmp,2,斑块
raw\images\rolled-in_scale\RS_83.bmp,4,氧化铁皮
raw\images\rolled-in_scale\RS_228.bmp,4,氧化铁皮
raw\images\patches\Pa_129.bmp,2,斑块
raw\images\inclusion\In_176.bmp,1,夹杂
raw\images\crazing\Cr_196.bmp,0,裂纹
raw\images\crazing\Cr_263.bmp,0,裂纹
raw\images\patches\Pa_175.bmp,2,斑块
raw\images\crazing\Cr_281.bmp,0,裂纹
raw\images\scratches\Sc_188.bmp,5,划痕
raw\images\patches\Pa_37.bmp,2,斑块
raw\images\inclusion\In_195.bmp,1,夹杂
raw\images\crazing\Cr_7.bmp,0,裂纹
raw\images\crazing\Cr_38.bmp,0,裂纹
raw\images\pitted_surface\PS_170.bmp,3,麻点
raw\images\scratches\Sc_119.bmp,5,划痕
raw\images\rolled-in_scale\RS_60.bmp,4,氧化铁皮
raw\images\scratches\Sc_124.bmp,5,划痕
raw\images\scratches\Sc_225.bmp,5,划痕
raw\images\patches\Pa_132.bmp,2,斑块
raw\images\inclusion\In_55.bmp,1,夹杂
raw\images\pitted_surface\PS_151.bmp,3,麻点
raw\images\pitted_surface\PS_28.bmp,3,麻点
raw\images\crazing\Cr_54.bmp,0,裂纹
raw\images\rolled-in_scale\RS_73.bmp,4,氧化铁皮
raw\images\rolled-in_scale\RS_192.bmp,4,氧化铁皮
raw\images\rolled-in_scale\RS_298.bmp,4,氧化铁皮
raw\images\inclusion\In_22.bmp,1,夹杂
raw\images\patches\Pa_95.bmp,2,斑块
raw\images\crazing\Cr_290.bmp,0,裂纹
raw\images\crazing\Cr_39.bmp,0,裂纹
raw\images\inclusion\In_232.bmp,1,夹杂
raw\images\inclusion\In_57.bmp,1,夹杂
raw\images\patches\Pa_21.bmp,2,斑块
raw\images\pitted_surface\PS_25.bmp,3,麻点
raw\images\rolled-in_scale\RS_44.bmp,4,氧化铁皮
raw\images\inclusion\In_11.bmp,1,夹杂
raw\images\crazing\Cr_210.bmp,0,裂纹
raw\images\rolled-in_scale\RS_72.bmp,4,氧化铁皮
raw\images\inclusion\In_256.bmp,1,夹杂
raw\images\pitted_surface\PS_96.bmp,3,麻点
raw\images\inclusion\In_297.bmp,1,夹杂
raw\images\patches\Pa_199.bmp,2,斑块
raw\images\crazing\Cr_111.bmp,0,裂纹
raw\images\rolled-in_scale\RS_68.bmp,4,氧化铁皮
raw\images\rolled-in_scale\RS_45.bmp,4,氧化铁皮
raw\images\inclusion\In_280.bmp,1,夹杂
raw\images\patches\Pa_244.bmp,2,斑块
raw\images\scratches\Sc_137.bmp,5,划痕
raw\images\rolled-in_scale\RS_177.bmp,4,氧化铁皮
raw\images\pitted_surface\PS_85.bmp,3,麻点
raw\images\crazing\Cr_165.bmp,0,裂纹
raw\images\scratches\Sc_288.bmp,5,划痕
raw\images\crazing\Cr_250.bmp,0,裂纹
raw\images\pitted_surface\PS_249.bmp,3,麻点
raw\images\inclusion\In_246.bmp,1,夹杂
raw\images\inclusion\In_47.bmp,1,夹杂
raw\images\patches\Pa_178.bmp,2,斑块
raw\images\scratches\Sc_53.bmp,5,划痕
raw\images\rolled-in_scale\RS_173.bmp,4,氧化铁皮
raw\images\scratches\Sc_133.bmp,5,划痕
raw\images\inclusion\In_68.bmp,1,夹杂
raw\images\patches\Pa_231.bmp,2,斑块
raw\images\inclusion\In_96.bmp,1,夹杂
raw\images\pitted_surface\PS_102.bmp,3,麻点
raw\images\rolled-in_scale\RS_71.bmp,4,氧化铁皮
raw\images\patches\Pa_89.bmp,2,斑块
raw\images\pitted_surface\PS_296.bmp,3,麻点
raw\images\pitted_surface\PS_208.bmp,3,麻点
raw\images\pitted_surface\PS_173.bmp,3,麻点
raw\images\scratches\Sc_56.bmp,5,划痕
raw\images\inclusion\In_26.bmp,1,夹杂
raw\images\scratches\Sc_290.bmp,5,划痕
raw\images\rolled-in_scale\RS_123.bmp,4,氧化铁皮
raw\images\inclusion\In_179.bmp,1,夹杂
raw\images\crazing\Cr_282.bmp,0,裂纹
raw\images\pitted_surface\PS_51.bmp,3,麻点
raw\images\patches\Pa_140.bmp,2,斑块
raw\images\pitted_surface\PS_67.bmp,3,麻点
raw\images\inclusion\In_6.bmp,1,夹杂
raw\images\scratches\Sc_75.bmp,5,划痕
raw\images\inclusion\In_253.bmp,1,夹杂
raw\images\pitted_surface\PS_263.bmp,3,麻点
raw\images\patches\Pa_139.bmp,2,斑块
raw\images\crazing\Cr_29.bmp,0,裂纹
raw\images\pitted_surface\PS_57.bmp,3,麻点
raw\images\inclusion\In_61.bmp,1,夹杂
raw\images\rolled-in_scale\RS_188.bmp,4,氧化铁皮
raw\images\scratches\Sc_71.bmp,5,划痕
raw\images\scratches\Sc_148.bmp,5,划痕
raw\images\patches\Pa_241.bmp,2,斑块
raw\images\scratches\Sc_193.bmp,5,划痕
raw\images\pitted_surface\PS_228.bmp,3,麻点
raw\images\crazing\Cr_168.bmp,0,裂纹
raw\images\rolled-in_scale\RS_150.bmp,4,氧化铁皮
raw\images\scratches\Sc_24.bmp,5,划痕
raw\images\rolled-in_scale\RS_229.bmp,4,氧化铁皮
raw\images\patches\Pa_259.bmp,2,斑块
raw\images\rolled-in_scale\RS_2.bmp,4,氧化铁皮
raw\images\pitted_surface\PS_275.bmp,3,麻点
raw\images\patches\Pa_200.bmp,2,斑块
raw\images\crazing\Cr_265.bmp,0,裂纹
raw\images\pitted_surface\PS_191.bmp,3,麻点
raw\images\rolled-in_scale\RS_246.bmp,4,氧化铁皮
raw\images\patches\Pa_133.bmp,2,斑块
raw\images\crazing\Cr_255.bmp,0,裂纹
raw\images\crazing\Cr_279.bmp,0,裂纹
raw\images\scratches\Sc_216.bmp,5,划痕
raw\images\scratches\Sc_49.bmp,5,划痕
raw\images\crazing\Cr_270.bmp,0,裂纹
raw\images\inclusion\In_174.bmp,1,夹杂
raw\images\crazing\Cr_167.bmp,0,裂纹
raw\images\inclusion\In_107.bmp,1,夹杂
raw\images\pitted_surface\PS_81.bmp,3,麻点
raw\images\pitted_surface\PS_148.bmp,3,麻点
raw\images\patches\Pa_50.bmp,2,斑块
raw\images\crazing\Cr_212.bmp,0,裂纹
raw\images\patches\Pa_217.bmp,2,斑块
raw\images\scratches\Sc_39.bmp,5,划痕
raw\images\rolled-in_scale\RS_36.bmp,4,氧化铁皮
raw\images\inclusion\In_269.bmp,1,夹杂
raw\images\scratches\Sc_238.bmp,5,划痕
raw\images\patches\Pa_154.bmp,2,斑块
raw\images\scratches\Sc_154.bmp,5,划痕
raw\images\rolled-in_scale\RS_155.bmp,4,氧化铁皮
raw\images\scratches\Sc_41.bmp,5,划痕
raw\images\scratches\Sc_18.bmp,5,划痕
raw\images\crazing\Cr_285.bmp,0,裂纹
raw\images\pitted_surface\PS_261.bmp,3,麻点
raw\images\scratches\Sc_102.bmp,5,划痕
raw\images\pitted_surface\PS_273.bmp,3,麻点
raw\images\rolled-in_scale\RS_124.bmp,4,氧化铁皮
raw\images\crazing\Cr_32.bmp,0,裂纹
raw\images\scratches\Sc_237.bmp,5,划痕
raw\images\scratches\Sc_158.bmp,5,划痕
raw\images\rolled-in_scale\RS_122.bmp,4,氧化铁皮
raw\images\crazing\Cr_133.bmp,0,裂纹
raw\images\scratches\Sc_44.bmp,5,划痕
raw\images\pitted_surface\PS_230.bmp,3,麻点
raw\images\patches\Pa_232.bmp,2,斑块
raw\images\patches\Pa_57.bmp,2,斑块
raw\images\patches\Pa_183.bmp,2,斑块
raw\images\pitted_surface\PS_90.bmp,3,麻点
raw\images\scratches\Sc_120.bmp,5,划痕
raw\images\inclusion\In_175.bmp,1,夹杂
raw\images\patches\Pa_102.bmp,2,斑块
raw\images\scratches\Sc_152.bmp,5,划痕
raw\images\pitted_surface\PS_109.bmp,3,麻点
raw\images\pitted_surface\PS_140.bmp,3,麻点
raw\images\crazing\Cr_236.bmp,0,裂纹
raw\images\rolled-in_scale\RS_19.bmp,4,氧化铁皮
raw\images\scratches\Sc_263.bmp,5,划痕
raw\images\rolled-in_scale\RS_169.bmp,4,氧化铁皮
raw\images\crazing\Cr_215.bmp,0,裂纹
raw\images\scratches\Sc_81.bmp,5,划痕
raw\images\patches\Pa_174.bmp,2,斑块
raw\images\crazing\Cr_36.bmp,0,裂纹
raw\images\patches\Pa_233.bmp,2,斑块
raw\images\rolled-in_scale\RS_176.bmp,4,氧化铁皮
raw\images\patches\Pa_258.bmp,2,斑块
raw\images\scratches\Sc_256.bmp,5,划痕
raw\images\crazing\Cr_59.bmp,0,裂纹
raw\images\crazing\Cr_142.bmp,0,裂纹
raw\images\scratches\Sc_142.bmp,5,划痕
raw\images\scratches\Sc_64.bmp,5,划痕
raw\images\scratches\Sc_192.bmp,5,划痕
raw\images\inclusion\In_287.bmp,1,夹杂
raw\images\patches\Pa_236.bmp,2,斑块
raw\images\scratches\Sc_244.bmp,5,划痕
raw\images\crazing\Cr_171.bmp,0,裂纹
raw\images\rolled-in_scale\RS_62.bmp,4,氧化铁皮
raw\images\rolled-in_scale\RS_63.bmp,4,氧化铁皮
raw\images\patches\Pa_190.bmp,2,斑块
raw\images\inclusion\In_239.bmp,1,夹杂
raw\images\scratches\Sc_61.bmp,5,划痕
raw\images\inclusion\In_286.bmp,1,夹杂
raw\images\pitted_surface\PS_73.bmp,3,麻点
raw\images\scratches\Sc_86.bmp,5,划痕
raw\images\crazing\Cr_108.bmp,0,裂纹
raw\images\patches\Pa_72.bmp,2,斑块
raw\images\scratches\Sc_204.bmp,5,划痕
raw\images\pitted_surface\PS_14.bmp,3,麻点
raw\images\inclusion\In_34.bmp,1,夹杂
raw\images\rolled-in_scale\RS_239.bmp,4,氧化铁皮
raw\images\patches\Pa_234.bmp,2,斑块
raw\images\patches\Pa_142.bmp,2,斑块
raw\images\inclusion\In_36.bmp,1,夹杂
raw\images\rolled-in_scale\RS_14.bmp,4,氧化铁皮
raw\images\inclusion\In_284.bmp,1,夹杂
raw\images\patches\Pa_98.bmp,2,斑块
raw\images\inclusion\In_241.bmp,1,夹杂
raw\images\crazing\Cr_148.bmp,0,裂纹
raw\images\rolled-in_scale\RS_168.bmp,4,氧化铁皮
raw\images\scratches\Sc_248.bmp,5,划痕
raw\images\crazing\Cr_122.bmp,0,裂纹
raw\images\inclusion\In_197.bmp,1,夹杂
raw\images\rolled-in_scale\RS_141.bmp,4,氧化铁皮
raw\images\pitted_surface\PS_37.bmp,3,麻点
raw\images\scratches\Sc_46.bmp,5,划痕
raw\images\inclusion\In_180.bmp,1,夹杂
raw\images\rolled-in_scale\RS_131.bmp,4,氧化铁皮
raw\images\inclusion\In_189.bmp,1,夹杂
raw\images\rolled-in_scale\RS_227.bmp,4,氧化铁皮
raw\images\scratches\Sc_156.bmp,5,划痕
raw\images\crazing\Cr_175.bmp,0,裂纹
raw\images\crazing\Cr_116.bmp,0,裂纹
raw\images\patches\Pa_204.bmp,2,斑块
raw\images\rolled-in_scale\RS_251.bmp,4,氧化铁皮
raw\images\patches\Pa_16.bmp,2,斑块
raw\images\pitted_surface\PS_272.bmp,3,麻点
raw\images\pitted_surface\PS_134.bmp,3,麻点
raw\images\patches\Pa_9.bmp,2,斑块
raw\images\patches\Pa_185.bmp,2,斑块
raw\images\inclusion\In_62.bmp,1,夹杂
raw\images\pitted_surface\PS_175.bmp,3,麻点
raw\images\crazing\Cr_149.bmp,0,裂纹
raw\images\inclusion\In_249.bmp,1,夹杂
raw\images\patches\Pa_156.bmp,2,斑块
raw\images\inclusion\In_56.bmp,1,夹杂
raw\images\inclusion\In_28.bmp,1,夹杂
raw\images\patches\Pa_267.bmp,2,斑块
raw\images\patches\Pa_176.bmp,2,斑块
raw\images\inclusion\In_74.bmp,1,夹杂
raw\images\crazing\Cr_288.bmp,0,裂纹
raw\images\crazing\Cr_55.bmp,0,裂纹
raw\images\rolled-in_scale\RS_86.bmp,4,氧化铁皮
raw\images\scratches\Sc_169.bmp,5,划痕
raw\images\rolled-in_scale\RS_3.bmp,4,氧化铁皮
raw\images\rolled-in_scale\RS_226.bmp,4,氧化铁皮
raw\images\rolled-in_scale\RS_151.bmp,4,氧化铁皮
raw\images\patches\Pa_24.bmp,2,斑块
raw\images\pitted_surface\PS_107.bmp,3,麻点
raw\images\pitted_surface\PS_110.bmp,3,麻点
raw\images\crazing\Cr_25.bmp,0,裂纹
raw\images\pitted_surface\PS_287.bmp,3,麻点
raw\images\scratches\Sc_249.bmp,5,划痕
raw\images\patches\Pa_51.bmp,2,斑块
raw\images\inclusion\In_44.bmp,1,夹杂
raw\images\scratches\Sc_183.bmp,5,划痕
raw\images\scratches\Sc_72.bmp,5,划痕
raw\images\patches\Pa_171.bmp,2,斑块
raw\images\pitted_surface\PS_97.bmp,3,麻点
raw\images\scratches\Sc_164.bmp,5,划痕
raw\images\rolled-in_scale\RS_23.bmp,4,氧化铁皮
raw\images\crazing\Cr_71.bmp,0,裂纹
raw\images\crazing\Cr_244.bmp,0,裂纹
raw\images\crazing\Cr_14.bmp,0,裂纹
raw\images\inclusion\In_196.bmp,1,夹杂
raw\images\scratches\Sc_296.bmp,5,划痕
raw\images\scratches\Sc_145.bmp,5,划痕
raw\images\rolled-in_scale\RS_270.bmp,4,氧化铁皮
raw\images\rolled-in_scale\RS_191.bmp,4,氧化铁皮
raw\images\inclusion\In_290.bmp,1,夹杂
raw\images\scratches\Sc_15.bmp,5,划痕
raw\images\crazing\Cr_162.bmp,0,裂纹
raw\images\rolled-in_scale\RS_113.bmp,4,氧化铁皮
raw\images\patches\Pa_63.bmp,2,斑块
raw\images\inclusion\In_254.bmp,1,夹杂
raw\images\pitted_surface\PS_182.bmp,3,麻点
raw\images\crazing\Cr_173.bmp,0,裂纹
raw\images\scratches\Sc_226.bmp,5,划痕
raw\images\inclusion\In_59.bmp,1,夹杂
raw\images\scratches\Sc_223.bmp,5,划痕
raw\images\inclusion\In_149.bmp,1,夹杂
raw\images\pitted_surface\PS_120.bmp,3,麻点
raw\images\inclusion\In_40.bmp,1,夹杂
raw\images\crazing\Cr_1.bmp,0,裂纹
raw\images\patches\Pa_187.bmp,2,斑块
raw\images\inclusion\In_150.bmp,1,夹杂
raw\images\crazing\Cr_276.bmp,0,裂纹
raw\images\patches\Pa_265.bmp,2,斑块
raw\images\scratches\Sc_189.bmp,5,划痕
raw\images\patches\Pa_227.bmp,2,斑块
raw\images\patches\Pa_107.bmp,2,斑块
raw\images\rolled-in_scale\RS_67.bmp,4,氧化铁皮
raw\images\crazing\Cr_48.bmp,0,裂纹
raw\images\pitted_surface\PS_33.bmp,3,麻点
raw\images\scratches\Sc_257.bmp,5,划痕
raw\images\patches\Pa_26.bmp,2,斑块
raw\images\inclusion\In_81.bmp,1,夹杂
raw\images\inclusion\In_211.bmp,1,夹杂
raw\images\pitted_surface\PS_292.bmp,3,麻点
raw\images\pitted_surface\PS_103.bmp,3,麻点
raw\images\pitted_surface\PS_279.bmp,3,麻点
raw\images\inclusion\In_118.bmp,1,夹杂
raw\images\patches\Pa_173.bmp,2,斑块
raw\images\inclusion\In_159.bmp,1,夹杂
raw\images\rolled-in_scale\RS_10.bmp,4,氧化铁皮
raw\images\inclusion\In_97.bmp,1,夹杂
raw\images\scratches\Sc_25.bmp,5,划痕
raw\images\pitted_surface\PS_11.bmp,3,麻点
raw\images\patches\Pa_88.bmp,2,斑块
raw\images\crazing\Cr_21.bmp,0,裂纹
raw\images\pitted_surface\PS_187.bmp,3,麻点
raw\images\scratches\Sc_217.bmp,5,划痕
raw\images\patches\Pa_38.bmp,2,斑块
raw\images\scratches\Sc_181.bmp,5,划痕
raw\images\pitted_surface\PS_1.bmp,3,麻点
raw\images\inclusion\In_208.bmp,1,夹杂
raw\images\pitted_surface\PS_70.bmp,3,麻点
raw\images\inclusion\In_227.bmp,1,夹杂
raw\images\scratches\Sc_150.bmp,5,划痕
raw\images\pitted_surface\PS_256.bmp,3,麻点
raw\images\rolled-in_scale\RS_198.bmp,4,氧化铁皮
raw\images\crazing\Cr_64.bmp,0,裂纹
raw\images\crazing\Cr_3.bmp,0,裂纹
raw\images\crazing\Cr_103.bmp,0,裂纹
raw\images\rolled-in_scale\RS_84.bmp,4,氧化铁皮
raw\images\crazing\Cr_78.bmp,0,裂纹
raw\images\scratches\Sc_2.bmp,5,划痕
raw\images\rolled-in_scale\RS_274.bmp,4,氧化铁皮
raw\images\inclusion\In_191.bmp,1,夹杂
raw\images\patches\Pa_148.bmp,2,斑块
raw\images\pitted_surface\PS_56.bmp,3,麻点
raw\images\pitted_surface\PS_159.bmp,3,麻点
raw\images\pitted_surface\PS_141.bmp,3,麻点
raw\images\scratches\Sc_38.bmp,5,划痕
raw\images\rolled-in_scale\RS_267.bmp,4,氧化铁皮
raw\images\patches\Pa_295.bmp,2,斑块
raw\images\patches\Pa_223.bmp,2,斑块
raw\images\crazing\Cr_98.bmp,0,裂纹
raw\images\pitted_surface\PS_232.bmp,3,麻点
raw\images\rolled-in_scale\RS_110.bmp,4,氧化铁皮
raw\images\crazing\Cr_223.bmp,0,裂纹
raw\images\scratches\Sc_59.bmp,5,划痕
raw\images\patches\Pa_118.bmp,2,斑块
raw\images\inclusion\In_277.bmp,1,夹杂
raw\images\pitted_surface\PS_186.bmp,3,麻点
raw\images\rolled-in_scale\RS_272.bmp,4,氧化铁皮
raw\images\rolled-in_scale\RS_288.bmp,4,氧化铁皮
raw\images\rolled-in_scale\RS_54.bmp,4,氧化铁皮
raw\images\pitted_surface\PS_264.bmp,3,麻点
raw\images\crazing\Cr_8.bmp,0,裂纹
raw\images\inclusion\In_192.bmp,1,夹杂
raw\images\crazing\Cr_69.bmp,0,裂纹
raw\images\scratches\Sc_205.bmp,5,划痕
raw\images\inclusion\In_69.bmp,1,夹杂
raw\images\patches\Pa_219.bmp,2,斑块
raw\images\inclusion\In_15.bmp,1,夹杂
raw\images\inclusion\In_80.bmp,1,夹杂
raw\images\rolled-in_scale\RS_142.bmp,4,氧化铁皮
raw\images\inclusion\In_21.bmp,1,夹杂
raw\images\crazing\Cr_28.bmp,0,裂纹
raw\images\crazing\Cr_60.bmp,0,裂纹
raw\images\inclusion\In_94.bmp,1,夹杂
raw\images\crazing\Cr_125.bmp,0,裂纹
raw\images\rolled-in_scale\RS_24.bmp,4,氧化铁皮
raw\images\crazing\Cr_154.bmp,0,裂纹
raw\images\rolled-in_scale\RS_11.bmp,4,氧化铁皮
raw\images\crazing\Cr_237.bmp,0,裂纹
raw\images\rolled-in_scale\RS_89.bmp,4,氧化铁皮
raw\images\patches\Pa_220.bmp,2,斑块
raw\images\patches\Pa_147.bmp,2,斑块
raw\images\rolled-in_scale\RS_215.bmp,4,氧化铁皮
raw\images\pitted_surface\PS_217.bmp,3,麻点
raw\images\crazing\Cr_62.bmp,0,裂纹
raw\images\scratches\Sc_21.bmp,5,划痕
raw\images\pitted_surface\PS_283.bmp,3,麻点
raw\images\scratches\Sc_108.bmp,5,划痕
raw\images\pitted_surface\PS_290.bmp,3,麻点
raw\images\rolled-in_scale\RS_209.bmp,4,氧化铁皮
raw\images\rolled-in_scale\RS_224.bmp,4,氧化铁皮
raw\images\crazing\Cr_102.bmp,0,裂纹
raw\images\inclusion\In_204.bmp,1,夹杂
raw\images\patches\Pa_252.bmp,2,斑块
raw\images\pitted_surface\PS_34.bmp,3,麻点
raw\images\patches\Pa_86.bmp,2,斑块
raw\images\patches\Pa_82.bmp,2,斑块
raw\images\rolled-in_scale\RS_74.bmp,4,氧化铁皮
raw\images\scratches\Sc_98.bmp,5,划痕
raw\images\inclusion\In_35.bmp,1,夹杂
raw\images\scratches\Sc_35.bmp,5,划痕
raw\images\rolled-in_scale\RS_269.bmp,4,氧化铁皮
raw\images\patches\Pa_64.bmp,2,斑块
raw\images\rolled-in_scale\RS_217.bmp,4,氧化铁皮
raw\images\inclusion\In_257.bmp,1,夹杂
raw\images\pitted_surface\PS_294.bmp,3,麻点
raw\images\patches\Pa_44.bmp,2,斑块
raw\images\patches\Pa_47.bmp,2,斑块
raw\images\patches\Pa_261.bmp,2,斑块
raw\images\pitted_surface\PS_143.bmp,3,麻点
raw\images\pitted_surface\PS_92.bmp,3,麻点
raw\images\rolled-in_scale\RS_59.bmp,4,氧化铁皮
raw\images\inclusion\In_165.bmp,1,夹杂
raw\images\crazing\Cr_218.bmp,0,裂纹
raw\images\crazing\Cr_99.bmp,0,裂纹
raw\images\rolled-in_scale\RS_57.bmp,4,氧化铁皮
raw\images\rolled-in_scale\RS_107.bmp,4,氧化铁皮
raw\images\crazing\Cr_96.bmp,0,裂纹
raw\images\patches\Pa_250.bmp,2,斑块
raw\images\pitted_surface\PS_278.bmp,3,麻点
raw\images\patches\Pa_58.bmp,2,斑块
raw\images\inclusion\In_52.bmp,1,夹杂
raw\images\patches\Pa_297.bmp,2,斑块
raw\images\patches\Pa_122.bmp,2,斑块
raw\images\scratches\Sc_113.bmp,5,划痕
raw\images\rolled-in_scale\RS_104.bmp,4,氧化铁皮
raw\images\patches\Pa_193.bmp,2,斑块
raw\images\pitted_surface\PS_54.bmp,3,麻点
raw\images\inclusion\In_266.bmp,1,夹杂
raw\images\crazing\Cr_123.bmp,0,裂纹
raw\images\scratches\Sc_37.bmp,5,划痕
raw\images\crazing\Cr_52.bmp,0,裂纹
raw\images\crazing\Cr_82.bmp,0,裂纹
raw\images\inclusion\In_188.bmp,1,夹杂
raw\images\patches\Pa_201.bmp,2,斑块
raw\images\scratches\Sc_130.bmp,5,划痕
raw\images\pitted_surface\PS_2.bmp,3,麻点
raw\images\crazing\Cr_182.bmp,0,裂纹
raw\images\pitted_surface\PS_216.bmp,3,麻点
raw\images\pitted_surface\PS_155.bmp,3,麻点
raw\images\rolled-in_scale\RS_164.bmp,4,氧化铁皮
raw\images\rolled-in_scale\RS_200.bmp,4,氧化铁皮
raw\images\pitted_surface\PS_188.bmp,3,麻点
raw\images\scratches\Sc_70.bmp,5,划痕
raw\images\rolled-in_scale\RS_259.bmp,4,氧化铁皮
raw\images\inclusion\In_29.bmp,1,夹杂
raw\images\rolled-in_scale\RS_4.bmp,4,氧化铁皮
raw\images\inclusion\In_137.bmp,1,夹杂
raw\images\patches\Pa_101.bmp,2,斑块
raw\images\patches\Pa_260.bmp,2,斑块
raw\images\rolled-in_scale\RS_16.bmp,4,氧化铁皮
raw\images\pitted_surface\PS_9.bmp,3,麻点
raw\images\inclusion\In_92.bmp,1,夹杂
raw\images\pitted_surface\PS_124.bmp,3,麻点
raw\images\rolled-in_scale\RS_55.bmp,4,氧化铁皮
raw\images\rolled-in_scale\RS_87.bmp,4,氧化铁皮
raw\images\pitted_surface\PS_22.bmp,3,麻点
raw\images\pitted_surface\PS_254.bmp,3,麻点
raw\images\scratches\Sc_106.bmp,5,划痕
raw\images\patches\Pa_5.bmp,2,斑块
raw\images\pitted_surface\PS_106.bmp,3,麻点
raw\images\scratches\Sc_123.bmp,5,划痕
raw\images\crazing\Cr_268.bmp,0,裂纹
raw\images\patches\Pa_27.bmp,2,斑块
raw\images\scratches\Sc_16.bmp,5,划痕
raw\images\rolled-in_scale\RS_253.bmp,4,氧化铁皮
raw\images\scratches\Sc_215.bmp,5,划痕
raw\images\crazing\Cr_126.bmp,0,裂纹
raw\images\crazing\Cr_106.bmp,0,裂纹
raw\images\patches\Pa_273.bmp,2,斑块
raw\images\rolled-in_scale\RS_115.bmp,4,氧化铁皮
raw\images\pitted_surface\PS_47.bmp,3,麻点
raw\images\rolled-in_scale\RS_56.bmp,4,氧化铁皮
raw\images\patches\Pa_13.bmp,2,斑块
raw\images\inclusion\In_101.bmp,1,夹杂
raw\images\patches\Pa_292.bmp,2,斑块
raw\images\pitted_surface\PS_167.bmp,3,麻点
raw\images\inclusion\In_265.bmp,1,夹杂
raw\images\pitted_surface\PS_203.bmp,3,麻点
raw\images\scratches\Sc_66.bmp,5,划痕
raw\images\crazing\Cr_209.bmp,0,裂纹
raw\images\patches\Pa_289.bmp,2,斑块
raw\images\rolled-in_scale\RS_25.bmp,4,氧化铁皮
raw\images\inclusion\In_228.bmp,1,夹杂
raw\images\patches\Pa_167.bmp,2,斑块
raw\images\patches\Pa_12.bmp,2,斑块
raw\images\crazing\Cr_204.bmp,0,裂纹
raw\images\scratches\Sc_283.bmp,5,划痕
raw\images\crazing\Cr_50.bmp,0,裂纹
raw\images\crazing\Cr_283.bmp,0,裂纹
raw\images\rolled-in_scale\RS_247.bmp,4,氧化铁皮
raw\images\scratches\Sc_97.bmp,5,划痕
raw\images\inclusion\In_279.bmp,1,夹杂
raw\images\pitted_surface\PS_184.bmp,3,麻点
raw\images\inclusion\In_203.bmp,1,夹杂
raw\images\inclusion\In_1.bmp,1,夹杂
raw\images\pitted_surface\PS_156.bmp,3,麻点
raw\images\scratches\Sc_121.bmp,5,划痕
raw\images\crazing\Cr_100.bmp,0,裂纹
raw\images\scratches\Sc_7.bmp,5,划痕
raw\images\pitted_surface\PS_8.bmp,3,麻点
raw\images\pitted_surface\PS_49.bmp,3,麻点
raw\images\rolled-in_scale\RS_136.bmp,4,氧化铁皮
raw\images\inclusion\In_255.bmp,1,夹杂
raw\images\crazing\Cr_41.bmp,0,裂纹
raw\images\pitted_surface\PS_87.bmp,3,麻点
raw\images\pitted_surface\PS_88.bmp,3,麻点
raw\images\pitted_surface\PS_298.bmp,3,麻点
raw\images\patches\Pa_214.bmp,2,斑块
raw\images\crazing\Cr_185.bmp,0,裂纹
raw\images\inclusion\In_88.bmp,1,夹杂
raw\images\crazing\Cr_217.bmp,0,裂纹
raw\images\rolled-in_scale\RS_17.bmp,4,氧化铁皮
raw\images\inclusion\In_262.bmp,1,夹杂
raw\images\crazing\Cr_6.bmp,0,裂纹
raw\images\inclusion\In_32.bmp,1,夹杂
raw\images\pitted_surface\PS_147.bmp,3,麻点
raw\images\pitted_surface\PS_12.bmp,3,麻点
raw\images\crazing\Cr_178.bmp,0,裂纹
raw\images\crazing\Cr_193.bmp,0,裂纹
raw\images\patches\Pa_179.bmp,2,斑块
raw\images\rolled-in_scale\RS_22.bmp,4,氧化铁皮
